term; 1; 2; 3; 4; 5 ;6 ;7 ;8 ;9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25 ;26 ;27 ;28 ;29; 30; 31; 32; 33; 34; 35; 36; 37; 38; 39; 40
 заметка ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06121095375090186;0;0;0
 щедрость ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0644273049821259;0;0
 standard ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02528908582116984;0;0;0;0;0;0
 камп ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0479364552273184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 продумывать ;0;0;0;0;0;0;0;0;0;0;0.06035556603907246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 пугающий ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0524208562744506;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 против ;0.049791145843349385;0;0.0653288435890032;0;0.06684178385851439;0;0;0;0;0;0;0;0;0;0.04371652730612631;0;0;0.049381672029573435;0.030817498268900147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 очиститель ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0311592222693294;0;0;0;0;0;0;0;0;0.029360532989672672;0;0;0;0;0;0;0;0;0;0
 amazon ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04501344886704319;0;0;0;0;0.03989734650745002;0;0;0;0;0;0;0;0;0
 значиться ;0;0;0;0;0;0;0;0;0;0;0;0;0.19689635318695062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 поставлять ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08375829301944089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.044021158796572
 ресурс ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09106729041136169;0;0;0;0;0;0;0;0;0;0;0;0
 пятый ;0;0;0;0;0;0;0;0;0;0.10099967232978573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 противоречие ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0524208562744506;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 рэпторс ;0;0.09603542436107862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 антипатия ;0;0;0;0;0;0;0;0;0.0775311220075376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 беспилотников ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06121095375090186;0;0;0
 внедрять ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.020500679474580247;0.029081216530739473;0.04182619471005614;0;0;0;0
 отмечаться ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06121095375090186;0;0;0
 мауро ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0479364552273184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 должный ;0;0;0;0;0;0.05486004252297854;0;0;0.04094575615387907;0;0.03380689347270078;0;0;0;0;0;0;0;0;0;0;0.040384731223556666;0;0;0;0;0;0;0.08364001894119248;0;0;0;0;0;0;0.03094129086944965;0.03418392672387483;0.035581151135972044;0;0
 штырковый ;0;0;0;0;0;0.12007743382732637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 логично ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.042189861864875694;0
 соцсеть ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07367273266217958;0;0;0;0;0;0;0;0;0;0.020500679474580247;0.029081216530739473;0;0;0;0;0
 считать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.055550147840245194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.044021158796572
 нейронный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.042189861864875694;0
 стоять ;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05602189586882965;0;0;0;0;0;0;0;0.06419425503308047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 агрессивный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12644542910584922;0;0;0;0;0;0
 намерен ;0;0;0;0;0.10457898625663715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07979469301490004;0;0;0;0;0;0;0;0;0
 вербальный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02528908582116984;0;0;0;0;0;0
 проблема ;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04293349888974685;0;0;0;0;0;0;0;0.048457015808230926;0;0;0;0;0;0;0;0;0;0;0.02838126635735891;0.018274197316978415;0.02558848859630248;0;0;0;0;0
 итог ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06351827533028503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 деталь ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04622646043150065;0;0;0;0;0;0;0;0;0
 домашний ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0311592222693294;0;0;0;0;0;0;0;0;0.029360532989672672;0;0;0;0;0;0;0;0;0;0
 вносить ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04622646043150065;0;0;0;0;0;0;0;0;0
 светлана ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02528908582116984;0;0;0;0;0;0
 тренер ;0;0;0.0653288435890032;0;0;0;0;0;0.04600718907191375;0;0.03747979169640736;0.05384630829807556;0;0;0.04371652730612631;0;0;0;0;0.03837818187207129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 дэвин ;0;0;0;0;0;0.12007743382732637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 ромела ;0;0;0;0;0;0;0;0;0;0;0;0.09487745910317327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 чехия ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07481563001838734;0.07109348710794544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 международный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06121095375090186;0;0;0
 писать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0924529208630013;0;0;0;0;0;0;0;0;0
 сегодня ;0;0;0;0;0;0;0;0;0.04600718907191375;0;0;0;0;0;0;0;0;0;0;0;0.02385524761162822;0;0;0;0;0;0;0.029477977499338264;0;0.022587188969496793;0;0.04340989550676132;0;0.01747953143832647;0;0;0;0;0;0
 пространство ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03760604145963579;0;0;0;0;0.03356823258339939;0;0;0.01924678974866229;0.027114214164489035;0;0;0;0;0
 бытовой ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08539062762751139;0;0;0;0;0;0;0;0;0.08058207972900319;0;0.05452100661787243;0;0;0;0;0;0;0;0
 карта ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.039322465081457245;0;0;0;0.061020589959218614;0;0;0;0;0;0;0;0
 голос ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.033634037263176944;0;0;0;0;0;0;0;0;0;0
 забросить ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08479211724493174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 мэджик ;0;0.09603542436107862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 де ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0479364552273184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 октябрь ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0644273049821259;0;0
 коммуникация ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.045174377938993586;0;0;0;0.045174377938993586;0;0;0;0;0;0;0.020500679474580247;0;0;0;0;0;0
 форвард ;0;0;0;0;0;0;0;0;0;0.06651691370909607;0;0;0;0.046120905769819746;0.05028913967377975;0;0;0;0.034691422114735616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 судья ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06209343417226538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 беспилотный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07120983429818625;0;0;0;0.3132116684513571;0;0;0
 послание ;0;0;0;0;0;0;0;0;0;0;0;0;0.09844817659347531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 настроение ;0;0;0.2481559826653317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 развивать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06121095375090186;0;0;0
 способствовать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07609901693784238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 четвертьфинал ;0;0;0;0;0;0;0.0704715130591245;0;0;0.07367273266217958;0;0;0;0;0;0;0;0;0.03744001482519154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 задний ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07609901693784238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 g ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.061020589959218614;0;0;0;0;0;0;0.21924086610450838;0
 analytics ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10250339737290123;0.029081216530739473;0.04182619471005614;0;0;0;0
 автоматически ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0311592222693294;0;0;0;0;0;0;0;0;0.029360532989672672;0;0;0;0;0;0;0;0;0;0
 препятствие ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03175913766514252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 тоттенхэм ;0;0;0;0;0;0;0;0;0;0;0.051506008516948566;0;0;0;0;0;0;0;0.04131393867102701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 маска ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04622646043150065;0;0;0;0;0;0;0;0;0
 хотеть ;0;0;0;0.0618825817388993;0;0.07659917295776116;0;0;0;0;0.04265645099482467;0.06313142735714153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 указывать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08375829301944089;0;0;0;0;0;0;0;0;0;0.04453587556983213;0;0;0;0;0;0
 пускать ;0;0.09603542436107862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 поехать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06592288596783955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 нападать ;0;0;0;0;0;0;0;0;0;0.06651691370909607;0;0;0;0;0.05028913967377975;0;0;0.05739485697095914;0.06938284422947123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 проверять ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0311592222693294;0;0;0;0;0;0;0;0;0.029360532989672672;0;0;0;0;0;0;0;0;0;0
 уведомление ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.045533645205680845;0;0;0;0;0;0;0;0;0;0;0;0
 утюг ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1829644357513551;0;0;0;0;0
 местоположение ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.045533645205680845;0;0;0;0;0;0;0;0;0;0;0;0
 программный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.055550147840245194;0;0;0.07864493016291449;0;0;0;0;0;0;0;0;0;0;0;0
 twitter ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08375829301944089;0;0;0;0;0;0;0;0;0;0;0;0;0.052201944741892846;0;0;0
 делать ;0;0;0;0;0;0;0;0;0.0653360000563181;0;0.2575300425847428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 мощность ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.028463542542503793;0;0;0;0;0;0;0;0;0.026860693243001065;0;0;0;0;0.029081216530739473;0;0;0;0;0
 километр ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04106939802341007;0;0;0;0;0;0;0
 ситуация ;0;0;0.08805611631627594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04755249379867679;0;0;0;0;0;0;0;0;0.11946375310015056;0;0;0;0;0;0;0;0;0;0;0
 зависеть ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07609901693784238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 актив ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08479211724493174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 транспорт ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07864493016291449;0;0;0;0;0;0;0;0;0.20880777896757138;0;0;0
 спид ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0524208562744506;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 плавание ;0;0;0;0;0;0;0;0.09970581439596342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 продемонстрировать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04622646043150065;0;0;0;0;0;0;0;0;0
 нынешний ;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06592288596783955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 конкурент ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03175913766514252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 убирать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06209343417226538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 заключаться ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.039322465081457245;0;0;0;0;0.03560491714909313;0;0;0;0;0;0;0
 значит ;0;0;0;0;0;0.12007743382732637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 сильно ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.054811920366741276;0;0.044021158796572
 осуждать ;0;0;0;0;0;0;0;0;0.0653360000563181;0.08375829301944089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 выходить ;0;0.05858497121773408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05537551097592613;0;0;0;0;0;0;0;0;0.03522138890491458;0;0;0;0;0;0;0;0;0;0.03615722860108533;0;0;0.029071624040653304;0
 вторник ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0958729104546368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 ключевой ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.022267937784916064;0;0;0;0;0.0365401443507514;0
 число ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04162704888532825;0;0.023791010175102677;0;0.04162704888532825;0;0;0;0;0.0499094788481075;0;0;0;0;0;0;0;0
 билет ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0524208562744506;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 лето ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0924529208630013;0;0;0;0;0;0;0;0;0
 очередной ;0;0;0;0;0;0;0;0;0.0653360000563181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.088042317593144
 обыгрывать ;0;0;0;0;0;0;0.19207084872215724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 тур ;0;0;0.10135071860539312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07109348710794544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 десять ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05291912224565987;0;0;0;0;0;0;0;0;0;0;0;0;0.03560491714909313;0;0;0;0;0;0;0
 кузнецов ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.033634037263176944;0;0;0;0;0;0;0;0;0;0
 реально ;0;0;0;0;0;0;0;0;0.0775311220075376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 достигать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07318577430054204;0;0;0;0;0
 алекс ;0;0;0;0;0;0;0;0;0;0;0.06035556603907246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 электронный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08332522176036779;0;0;0.039322465081457245;0;0;0;0;0;0;0;0;0;0;0;0
 команда ;0.03429840671251695;0;0;0;0.040282802491373046;0;0;0.07397299427866945;0;0;0.027608311896230933;0.07228064143996267;0;0.02928486895654161;0;0;0.03510328122219481;0.03410116220190308;0.023430231928370772;0.02814444593243885;0.018714799605084733;0.03204616315044843;0;0;0;0;0;0;0;0.017820192313856037;0;0;0;0;0;0;0;0;0;0
 погрузка ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.045533645205680845;0;0;0;0;0;0;0;0;0;0;0;0
 обнаруживать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07586725746350953;0;0;0;0;0;0
 второй ;0;0;0;0;0;0;0;0.1456840863945995;0;0;0;0;0;0;0;0;0;0.1892409064996792;0;0.04755249379867679;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 взлетный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04106939802341007;0;0;0;0;0;0;0
 средство ;0;0;0;0;0.10457898625663715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.039322465081457245;0;0;0;0;0;0;0;0;0;0;0;0
 швеция ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17904302474265704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 неожиданный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10243080680177709
 ак ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0644273049821259;0;0
 критика ;0;0;0;0;0;0;0;0;0.0775311220075376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 также ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0368014755960174;0.035683041892587135;0;0;0.05774085804225793;0;0.028080360844976483;0;0;0.05173115698266185;0.028080360844976483;0;0;0.054941054087977545;0;0.03229878439565021;0;0.028916766804145386;0;0;0.08674198285483649;0;0.021935836437072552;0.025424306273398214
 заявка ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.045174377938993586;0;0;0;0.045174377938993586;0.07137831524712374;0;0;0;0;0;0;0;0;0;0;0;0
 птица ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04622646043150065;0;0;0;0;0;0;0;0;0
 счет ;0.041666666666666664;0.044907601757170366;0;0;0;0;0;0;0;0.04634579299457344;0;0;0;0;0.03714391493847287;0.04826406515322428;0;0.04136848708818774;0.02694357442306468;0;0;0;0;0;0;0;0;0.025844670041442884;0;0;0.026163643966675892;0;0;0;0;0;0;0;0;0
 издание ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1048417125489012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 компания ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01776341307297678;0;0.02532883866645202;0;0.03238767297483867;0.02348092593660972;0.02532883866645202;0.021267243990721107;0.06068076335616669;0.016937923606730285;0.10749652381546154;0;0;0.04045737291116647;0.0542304539303128;0.047930418729537475;0.05202748235570428;0.0537220985102418;0;0.1386496608826614
 игра ;0.046702362213676504;0.05075550626337534;0.12054894075362242;0;0.06154672620764657;0;0;0;0;0;0;0;0;0;0.04121773605515498;0;0.04823688116459905;0.09267040100883323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 социально ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02528908582116984;0;0;0;0;0;0
 цена ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.054478237318697505;0;0.03356823258339939;0;0;0;0.027114214164489035;0;0;0.18078614300542664;0;0
 thinq ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0934776668079882;0;0;0;0;0;0;0;0;0.088081598969018;0;0;0;0;0;0;0;0;0;0
 сравнение ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.042189861864875694;0
 учреждение ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07609901693784238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 значительно ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07609901693784238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 помощь ;0;0;0;0;0;0;0;0;0;0;0.03380689347270078;0;0;0;0;0;0;0;0;0;0.04388526481515649;0;0.033080040338319704;0;0.019806946430082756;0;0.033080040338319704;0;0;0.04162704888532825;0;0;0.02467595540045925;0;0.02237487767159804;0;0;0;0;0
 биометрический ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0501740574323368;0;0;0;0.0501740574323368;0;0;0;0;0;0;0;0;0;0;0;0;0
 лидер ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06121095375090186;0;0;0
 телематический ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09106729041136169;0;0;0;0;0;0;0;0;0;0;0;0
